SKU,EAN,Name (size in mm ),Height,Length,Width,Weight,step,date,EOL,storage,PSDS,OnOrder,stock,section
188054,847539089447,Honey Can Do Non Slip Thin Hangers Set 50 Pcs Gray Black HNG-08944 847539089447,170,390,380,5705,10,20/10/22,END,Caesarea,4,0,4,"4027,"
188078,4893431659079,Innova8 Goal Striker - Folding Mini Soccer Goal Set 65907 4893431659079,160,250,180,1230,10,03/04/22,,Caesarea,19,0,17,"4001,"
188080,4893431683012,Innova8 - Soccer Game Goal Striker 68301 4893431683012,100,720,400,4655,10,19/10/22,END,Caesarea,1,0,0,"4022,"
188428,7396321228036,Kapro Genesis 781-41PM Spirit Level 180cm KPR113604 7396321228036 - By Hashahal,40,1810,75,1465,10,20/10/22,,Caesarea,1,0,1,"4017,"
188701,4059952588872,Bosch GBH+GSR+GWS Kit 180-Li Cordless Rotary Hammer Mixed Set 4059952588872 15990.M32,330,540,340,11225,10,26/10/22,,Caesarea,4,0,5,"4004,"
189415,195891462171,Lenovo L27m-30 IPS 27 Inch 4ms 75Hz FHD VGA HDMI USB Type-C AMD FreeSync Black Monitor 66DEKAC2IS,140,710,480,8215,10,18/10/22,,Caesarea,29,0,28,"4016,"
189492,0693493049054,Chunks Fire Pit Grill Grate 60CM 0693493049054,10,620,620,1770,10,20/10/22,,Caesarea,2,0,2,"4017,"
189496,7290111748820,Brateck Height Adjustable Mobile Workstation With Tray White FWS07-7 7290111748820,135,890,670,17910,10,25/10/22,,Caesarea,2,0,2,"4002,"
189520,892514002423,BabySafe Cozy 4 Uptown Rider For Baby Carriage Without Light Gray/Black 4002 892514002423,290,360,340,5175,10,30/10/22,,Caesarea,8,0,8,"4006,"
189622,7290115001402,Normande Ceramic Dual Plate 2500W Nirosta ND-210 By Clinton,100,560,270,3775,10,20/02/24,,Caesarea,1,0,0,"4020,"
190206,7290100850022 KPR209866,Kapro 883G Prolaser 3D All Lines Set KPR209012 7290100850022 - By Hashahal,150,420,350,4265,10,02/02/24,,Caesarea,3,0,3,"4014,"
190212,7290100850831 KPR209553,Kapro 875G Prolaser All Lines Set Green KPR210099 7290100850831 - By Hashahal,200,680,370,7545,10,23/10/22,,Caesarea,6,0,8,"4009,"
190252,8806092632448,Samsung F27T450FZM/R IPS Professional Monitor 27 Inch FHD 75Hz DP 2xHDMI 2xUSB Black,140,680,410,6150,10,09/11/22,,Caesarea,38,0,38,"4016,"
190830,4059952570822,Bosch EasyHedgecut 55 450W Corded Hedge trimmer (0 600 847 C02) 4059952570822 0847.C02,180,970,190,3625,10,11/10/22,,Caesarea,0,4,4,"4028,"
191059,7290100842942 KPR144916,Kapro 985D Digiman Digital Magnetic Levl 60cm + Cary Bag KPR209961 7290100842942 - By Hashahal,140,340,170,1135,10,26/04/22,,Caesarea,2,0,2,"4028,"
191768,5413184120634,KitchenAid Artisan Stand Mixer 4.8L Black Noir 5KSM175PSEOB 5413184120634 - By Newpan,280,410,390,12075,10,06/11/22,,Caesarea,4,0,3,"4012,"
192354,7290107903875,Su Chef Cutting Board 40X60X2cm Grey 700008307 7290107903875,20,600,400,4200,10,27/11/22,,Caesarea,4,2,6,"4017,"
192568,093573563461,Cricut Maker DIY Digital Cutting Machine Champagne 90909-070-02 093573563461,280,660,280,10725,10,09/10/22,,Caesarea,1,0,1,"4024,"
193003,5060568342320,Ooni Pizza Turning Peel UU-P09400 5060568342320,10,200,20,575,10,13/04/22,,Caesarea,2,0,2,"4019,"
193273,731304339243,APC Easy UPS On-Line SRV 2000VA/1.6kWatts 4 Outlets SRV2KI 731304339243,240,400,360,19565,10,06/10/22,END,Caesarea,1,0,1,"4024,"
194352,731304337973,APC Easy UPS On-Line SRV 3000VA/2.4kWatts 6+1 outlets SRV3KI 731304337973,340,570,450,28800,10,12/10/22,END,Caesarea,1,0,0,"4003,"
194408,7290015181594,Lipski Hamat Toilet Seat Number 4 White 218360H 7290015181594,30,410,310,1315,10,13/04/22,,Caesarea,2,6,6,"4024,"
194593,3362934403089,Thrustmaster T.Flight Full Kit X Rudder Pedals & Hotas One Stick For Xbox & PC 4460211 3362934403089,330,510,370,6095,10,24/10/22,END,Caesarea,2,0,2,"4022,"
194824,088381670852,Makita LXT 2x18V Cordless Chain Saw 300mm (Body Only) DUC302Z 088381670852,250,360,260,4490,10,07/12/22,,Caesarea,3,0,3,"4025,"
194964,7290006907554,Bolt FT901 Folding Carrying Cart Up To 90Kg BLT000042 7290006907554 - By Hashahal,50,750,400,3505,10,03/10/22,,Caesarea,26,0,27,"4009,"
194985,7290006907561 BLT000043,Bolt FT1501 Folding Carrying Cart Up To 150Kg BLT000043 7290006907561 - By Hashahal,40,480,120,6240,10,02/05/22,,Caesarea,17,0,15,"4006,"
195085,191856085911,Tender Leaf Running Rabbit Ride On TL8591 191856085911,210,390,340,5745,10,30/10/22,,Caesarea,2,0,2,"4025,"
195221,6934177744761,Xiaomi Smart Mi Air Purifier 4 White BHR5096GL 81020 6934177744761 - 1 Year Warranty by Hemilton,300,640,300,6810,10,06/11/22,,Caesarea,45,0,53,"4011,4012,"
195274,6942138984590,Bestway Conopy Ultra Pool Set Shade + Cover + Ladder 396X107cm Khaki 5614V 6942138984590,370,1165,540,51000,10,20/10/22,,Caesarea,1,0,1,"4001,"
195363,887961938319,Fisher Price Stow n Go Bassinet GWD36 02500816MAT 887961938319,150,890,610,8975,10,06/11/22,,Caesarea,15,0,15,"4018,"
195622,4054278544830,Karcher Window Vac Accessories Extension Set 0.6 - 1.5m PN: 2.633-144.0 4054278544830 - Shelldan,65,97,65,0,10,19/01/25,,Caesarea,2,0,1,"4018,"
195630,3362934002848,Thrustmaster T-SEries T3PM 3 Add-on Pedals For PC/PS4/PS5/Xbox Series/Xbox One 4060210 3362934002848,240,410,370,4320,10,30/10/22,END,Caesarea,3,0,3,"4021,"
195636,8422473526603,PIHER Fast Bar Clamp 60cm 44-52660 8422473526603,35,795,215,1000,10,04/12/22,,Caesarea,2,0,2,"4025,"
195668,7290016783568,Barkan Extra Long And Stable TV Wall Mount Up To 13-90 Inch BM466XP 7290016783568,120,930,360,12260,10,24/10/22,,Caesarea,5,0,4,"4014,"
195674,7290018729786,Dadada Learning Tower Graphite  2340400 7290018729786,80,975,475,6825,10,18/10/22,,Caesarea,11,7,18,"4014,"
195766,5703120109749,Dali Katch One Powerful Hi-Fi Soundbar With BT And HDMI Iron Black P/N: 243811 5703120109749,140,1065,250,5020,10,09/10/22,END,Caesarea,1,0,1,"4021,"
195819,7290017982441,Pit Toys Activity Rug - Lion 14058 668-32 7290017982441,80,580,440,1370,10,01/04/22,,Caesarea,3,0,2,"4005,"
195840,7290017982380,Pit Toys 2 in 1 Baby Walker and Activity Table 14070 HE0829 7290017982380,40,380,100,2540,10,13/04/22,,Caesarea,6,0,7,"4002,"
196271,7312795340210,Bona Premium Spray Mop Hard Surface Floors CA202020011 7312795340210,90,720,150,2285,10,29/09/22,,Caesarea,1,0,1,"4023,"
196273,7312795240251,Bona Premium Spray Mop For Wood Floors With Lacquer Finish CA201010011 7312795240251,100,720,140,2360,10,12/10/22,,Caesarea,1,0,1,"4019,"
196884,6943478034808,Hape Rock and Slide Musical Dollhouse E3411 6943478034808,100,600,480,5820,10,13/12/22,,Caesarea,1,0,0,"4024,"
197666,3165140810272,Bosch Ghp 5-75X 2600W Professional High Pressure Washer (0 600 910 800) 3165140810272 0910.8,390,780,430,32000,10,27/10/22,,Caesarea,2,0,3,"4011,"
197670,3165140716765,Bosch Ghp 5-13 C 2300W Professional High Pressure Washer (0 600 910 000) 3165140716765 0910,270,510,320,20105,10,16/10/22,,Caesarea,3,0,3,"4026,"
198110,7297425861542,Homestyle Zebra Roller Shades - 100x160cm Light Grey 86154 7297425861542,65,1130,75,1465,10,13/10/22,,Caesarea,6,0,6,"4024,"
198136,7297425865700,Homestyle Double Layered Roller Shades - 120x160cm White 86570 7297425865700,50,1330,50,1205,10,02/10/22,,Caesarea,1,0,1,"4026,"
198137,7297425865649,Homestyle Double Layered Roller Shades - 100x160cm Beige 86564 7297425865649,40,1630,40,1025,10,29/09/22,,Caesarea,4,0,4,"4020,"
198394,7290100847954 7290100850695,Kapro 872G Prolaser Plus Set Green With Tripod Up To 60M KPR210101 7290100850695 - By Hashahal,140,660,140,1875,10,30/10/22,,Caesarea,3,58,58,"4003,"
198413,7290100851951 KPR209588,Kapro 175 MaxPro 175-82 Spirit Level 60cm KPR210103 7290100851951 - By Hashahal,20,590,50,585,10,29/09/22,,Caesarea,15,0,15,"4023,"
198417,7290100843659,Kapro Condor 905-40P Spirit Level 120cm KPR157626 7290100843659 - By Hashahal,35,1200,70,1255,10,11/10/22,,Caesarea,2,0,2,"4022,"
198419,7290100843635,Kapro Condor 905-40P Spirit Level 80cm KPR157624 7290100843635 - By Hashahal,40,800,60,910,10,28/09/22,,Caesarea,2,0,2,"4017,"
198440,7290100843697,Kapro Condor 905-40PM Spirit Level 120cm KPR157631 7290100843697 - By Hashahal,35,1200,70,1475,10,11/10/22,,Caesarea,1,0,1,"4017,"
198450,7290109865478,ZM Hamat Reef Round Shower System Black 6137011-1 7290109865478,90,1000,290,2400,10,03/10/22,,Caesarea,5,0,5,"4023,"
198706,5903641178327 7290115071474 7290115079234 7290117826119,Simcha Disposable Helium Gas Tank 50 Balloons 7290117826119 / 7290115079234 / 5903641178327,240,450,240,4240,10,21/04/22,,Caesarea,192,0,195,"4001,4011,4013,4014,"
198931,7290100843710,Kapro 317T Magnetic Folding Post Level KPR158376 7290100843710 - By Hashahal,180,350,290,480,10,21/03/22,,Caesarea,4,0,4,"4022,"
199219,4242005238699,Bosch 3-IN-1 Push Toaster 2000W Silver TCG4215 4242005238699 - 2Y Warranty BSH,190,410,360,5070,10,26/10/22,,Caesarea,58,0,61,"4031,"
199816,7297425861573,Homestyle Zebra Roller Shades - 160x160cm Light Grey 86157 7297425861573,65,1735,75,2240,10,06/10/22,,Caesarea,2,0,2,"4027,"
200199,8718446109301,New Classic Toys Container Crane on Wheels 10930 8718446109301,140,580,310,2055,10,20/10/22,,Caesarea,3,0,3,"4018,"
200459,4078500051941,Gardena Rollup S Rotoroll Evolution 15m Hose 18602 62018602 4078500051941,230,540,420,8975,10,23/10/22,,Caesarea,5,0,7,"4003,"
200592,8806091605603,LG 40WP95CP-W LED WUHD IPS FreeSync 39.7 Inch 2xHDMI DP UltraWide Silver Monitor,265,1050,525,16565,10,08/11/22,,Caesarea,2,0,2,"4015,"
200669,194735030675,Hot Wheels Multi-Loop Raceoff HDR83 02477336MAT 0194735030675,60,570,340,1530,10,31/03/22,WTF,Caesarea,40,0,40,"4008,"
203136,6941057404042,Intex Ultra/Deluxe Round Pool Cover 549cm 28041 6941057404042,179,407,363,4285,10,02/02/23,,Caesarea,3,0,3,"4023,"
203144,6941057422237,Intex Easy Set Round Solar Pool Cover 488cm 28014 6941057422237,320,640,410,4080,10,11/10/22,,Caesarea,2,0,2,"4022,"
203459,9312646032903,Everdure Aura Pedestal Fan Blue EP125BUS 9312646032903,280,1190,565,9985,10,13/10/22,EOL,Caesarea,9,0,9,"4004,4005,"
205055,3583164152954,Baby Tech Airflow Double Mattress For Baby Bed 127*66cm 3583164152954,90,1370,660,2290,10,12/10/22,,Caesarea,10,0,11,"4004,"
205057,3583164152992,Baby Tech Basic Mattress For Baby Bed 127*66*8 cm 3583164152992,80,1270,660,2125,10,30/10/22,,Caesarea,11,0,11,"4006,"
205058,3583164152909,Baby Tech Quilt Visco Breathable Mattress For Baby Bed 127*66cm 3583164152909,100,1270,660,3550,10,30/10/22,,Caesarea,3,0,4,"4004,"
206251,7290003975501,Barkan Mobile TV Mount Cart - Tilt & Height Adjustment 13-65 Inch SW310H 7290003975501,140,780,210,8040,10,30/10/22,,Caesarea,4,0,6,"4020,"
206259,6856743165056,Westinghouse Talia 42 Inch 3 Wings Ceiling Fan Black RC 73063-2848 6856743165056,240,490,270,6155,10,06/11/22,,Caesarea,7,0,5,"4024,"
206261,6856743538386,Westinghouse Talia 48 Inch 3 Wings Ceiling Fan Black RC 73065-2848 6856743538386,230,590,250,6485,10,13/10/22,,Caesarea,2,0,2,"4021,"
206265,6856741172254,Norther P Primo CCT 42 Inch 3 Wings Ceiling Fan With Light Black NTP-PRM42-BK-LED 6856741172254,250,720,310,7505,10,11/10/22,,Caesarea,2,0,2,"4018,"
206266,6856743209224,Norther P Primo CCT 42 In 3 Wings Ceiling Fan + Light Bl/Wood NTP-PRM42-BKBW-LED 6856743209224,250,710,300,7515,10,03/10/22,,Caesarea,4,0,4,"4027,"
206394,7290018619926,Arcosteel Professional Saute Pot 40X9.5cm 10L Silicone Handles 439-19926-40 7290018619926,110,450,430,4480,10,24/04/22,,Caesarea,3,0,3,"4019,"
206568,5055300406729,Cambridge Audio Micro Component System Minx Xi Digital Music System With Streamer Black,230,430,320,7385,10,06/10/22,END,Caesarea,2,0,2,"4019,"
206704,6921207384295,Sol Toaster Oven 25L SL-25L 6921207384295 By Shaulian,380,520,410,8016,10,25/10/22,,Caesarea,2,0,2,"4009,"
207974,7290014430563,Universe Barrel Vacuum Cleaner 1600W 30L NRI-703-V65 3101325 7290014430563,370,780,400,11495,10,25/10/22,,Caesarea,5,0,4,"4005,"
208238,4895038542365,Bali Toy Disney Cars Sing Along Keyboard Set B-2042 4895038542365,120,590,450,2425,10,20/10/22,,Caesarea,23,0,23,"4003,"
208240,4895038542327,Bali Toys Disney Cars Electric Guitar B-2043 4895038542327,70,640,240,1075,10,19/10/22,,Caesarea,3,0,3,"4018,"
208740,847539085791,Honey Can Do Storage Orgenizer With 4 Compartments And Hooks SHF-08579 847539085791,210,520,480,2410,10,06/10/22,END,Caesarea,1,0,1,"4020,"
208741,847539088037,Honey Can Do 8-Piece Wire Wall Grid with Storage Accessories SHF-08803 847539088037,110,390,390,1035,10,12/10/22,END,Caesarea,1,0,1,"4025,"
208744,847539091327,Honey Can Do Storage Stand With 3 Metal Shelves Olive Green SHF-09132 847539091327,90,550,380,5330,10,19/10/22,END,Caesarea,1,0,2,"4028,"
208750,847539093192,Honey Can Do Cotton Baskets Set Pink White STO-09319 847539093192,90,460,240,1210,10,13/10/22,END,Caesarea,3,0,3,"4028,"
208906,3362934403058,Thrustmaster TCA Yoke Boeing Edition Xbox series X/S & PC  4460209 3362934403058,380,480,470,7565,10,26/10/22,END,Caesarea,1,0,1,"4024,"
208910,3362934402754,Thrustmaster T248X Racing Wheel Set For Xbox & PC 4460182 3362934402754,330,460,370,8885,10,18/10/22,END,Caesarea,3,5,9,"4022,"
208932,7290115000726,Normande Microwave digital 30L Black 950W ND-3095 By Clinton,320,570,430,15635,10,27/10/22,,Caesarea,4,0,4,"4005,"
208948,602573868454,GMG Stainless Steel Cart For TREK Smoker 602573868454,400,630,450,20040,10,07/11/22,,Caesarea,1,0,1,"4002,"
209539,4242002770864,Bosch Meat Grinder +Food Processor Accessories Nirosta 2200W MFW68640 4242002770864 -2Y Warranty BSH,290,390,290,7075,10,25/10/22,,Caesarea,16,0,17,"4003,"
209548,4242005185191,Bosch Multifunctional Mixer +Scale 3.9L 1000W Champagne/White MUM5XW10 4242005185191 2Y Warranty BSH,340,400,400,7565,10,19/10/22,,Caesarea,39,0,40,"4003,4004,"
209994,088381838832,Makita LXT 18V Cordless Kit Impact Driver+Driver Drill+3xBattery+Charge+Case DLX2127MX1 088381838832,140,460,380,7290,10,06/10/22,,Caesarea,17,0,20,"4013,"
210085,8806092750685,Samsung S24A400UJM Monitor LED IPS 23.8 Inch FHD 5Ms DP HDMI USB-C 5xUSB FreeSync Black,210,590,380,6555,10,09/11/22,,Caesarea,15,0,14,"4016,"
210157,7291057101700,Klips Quick Release Clamp One Hand 24 Inch 70x60mm 111813-005 7291057101700,20,880,190,885,10,03/10/22,,Caesarea,2,0,2,"4026,"
210162,7291057101694,Klips Quick Release Clamp One Hand 18 Inch 70x450mm 111813-004 7291057101694,40,710,170,740,10,03/10/22,,Caesarea,4,0,4,"4024,"
210199,7290100843741,Kapro Condor 905-40P Spirit Level 180cm KPR157627 7290100843741 - By Hashahal,20,1850,60,1925,10,29/09/22,,Caesarea,1,0,1,"4023,"
210259,4711081047582,Asus VA24DQSB Eye Care Monitor 23.8 Inch IPS FHD 5ms DP HDMI VGA 2xUSB FreeSync 90LM054L-B02370,220,620,440,7180,10,09/11/22,,Caesarea,3,0,3,"4023,"
210284,7501206659908 7501206691601,Truper EM-22 Plastic Leaf Rake With Wooden Handle 19785 7501206659908,40,1220,550,485,10,11/10/22,,Caesarea,4,0,5,"4027,"
210293,9120035822482,Pro-Ject Speaker Box 5 2-way Bookshelf Speakers Piano Black 9120035822482,270,370,320,9985,10,20/10/22,END,Caesarea,2,0,2,"4020,"
210506,9780515957532,NGL Beach Wagon Blue 1014 9780515957532,160,630,500,6585,10,25/10/22,,Caesarea,4,0,1,"4003,"
210725,4711174723980 846504003983,Synology DiskStation DS2422+ 12-Bay 846504003983,430,470,440,12615,10,12/10/22,,Caesarea,1,0,1,"4019,"
210810,,CT Stand Electric Wall Ceiling For TV Screen Up To 75Inch 35Kg ECL75PRO,160,730,300,10220,10,24/10/22,,Caesarea,2,0,1,"4005,"
210816,4078500052061,Gardena Wall Mounted Automatic Watering Device XL 35 Meter Hose 18630-20 62018630 4078500052061,260,660,490,15610,10,13/10/22,,Caesarea,15,0,15,"4002,"
210932,196188567340,HyperX Pulsefire Gaming Mouse Pad Extra Extra Large HMPM1-2XL 4Z7X6AA,110,610,110,1800,10,28/10/22,,Caesarea,28,0,45,"4010,4020,"
211226,0887961761184 887961761184,Mega Bloks Ride N Chomp Croc Ride-On GFG22 002501636MAT 0887961761184,290,450,300,2525,10,13/12/22,,Caesarea,2,0,2,"4022,"
211503,7290016755923,Star 44 Inch Ceiling Fan With Light 3 And Remote Control Black 7290016755923 Item Key 3344,190,580,220,5875,10,09/11/22,,Caesarea,137,0,144,"4004,4008,4009,"
211507,7290017804651,Venta HARMONYA 3 45 Inch 3 Wings Ceiling Fan With Light And Remote Black 354599501 7290017804651,230,570,360,6455,10,16/10/22,,Caesarea,5,0,4,"4012,"
211580,7290112635082,Keter Connect Organizer Tow Drawer Black 250255 7290112635082,185,542,310,4650,10,03/05/24,,Caesarea,4,0,3,"4010,"
212267,4718017756426,Asus VA27DQSB 27 Inch Eye Care Monitor IPS FHD 75Hz Adaptive-Sync DP HDMI VGA Black 90LM06H1-B02370,230,700,430,8870,10,09/11/22,,Caesarea,52,0,52,"4016,"
212592,052181456169,BabySafe TS001 360 Hanging Car Seat With I-Size Black / Gray 9001 052181456169,460,600,520,12870,10,24/10/22,,Caesarea,13,0,6,"4001,4002,"
212593,052181455025,BabySafe TS001 360 Hanging Car Seat With I-Size Dark Gray 9002 052181455025,450,620,500,12210,10,13/10/22,,Caesarea,46,8,51,"4000,4004,"
212626,8458998902608,Benaton BT-9026 Food Processor 8458998902608,240,400,370,4235,10,03/10/22,,Caesarea,1,0,1,"4027,"
212712,4044951035106,Sharkoon MS-Z1000 White Micro ATX Case No PSU 4044951035106,240,470,400,6615,10,19/10/22,,Caesarea,4,0,5,"4001,"
212930,4242005280476,Bosch Serie 6 Electric Ceramic Hob With 4 Heat Surface DirectSelect 6600W 60cm Black PKF631FB2Y -BSH,100,750,590,8165,10,24/10/22,,Caesarea,30,0,30,"4012,"
212941,4002395236220,Milwaukee Metal Crosscut Saw 2300W CHS 355 4933411760 4002395236220 - By Delco,370,590,410,20990,10,07/11/22,,Caesarea,1,0,1,"4021,"
212943,7290105777355,Delonghi Digital Microwave 20L 700W Green DL-3820-G 7290105777355 - By Brimag,290,470,380,11035,10,27/10/22,,Caesarea,9,0,9,"4004,"
212959,8806091294067,LG Smart Inverter Digital Microwave Combine Grill 42L 1200W Black MH8235GIB 8806091294067 -By Brimag,330,590,490,14840,10,13/10/22,,Caesarea,5,0,4,"4002,"
212963,8806091527554,LG Ellipse Cyclone Vacuum Cleaner VC5520NHTCS.AFSQDAG 8806091527554 - By Brimag,290,580,310,8515,10,13/10/22,,Caesarea,4,0,4,"4006,"
212964,8021098000248,Braun CareStyle 1 Steam Generator 1.5L 2200W Blue IS1012BL 8021098000248 - By Brimag,230,370,290,3485,10,20/12/22,,Caesarea,1,0,1,"4027,"
212965,7290105777324,Delonghi Mechanical Microwave 20L 700W White DL-3720-W 7290105777324 - By Brimag,290,480,370,11100,10,13/10/22,,Caesarea,2,0,1,"4001,"
213264,7290016755855,Electro Star 44 Inch Ceiling Fan With Light 3 Black 7290016755855 Item Key 3343,200,560,230,5745,10,16/10/22,,Caesarea,8,0,8,"4004,"
213265,7290016755206,Star 7 36 Inch Ceiling Fan With Light and Remote White 3736 Item Key 7290016755206,250,620,250,6050,10,25/10/22,,Caesarea,8,0,9,"4004,"
213266,7290016755213,Star 7 36 Inch Ceiling Fan With Light and Remote Black 3737 Item Key 7290016755213,240,620,250,6015,10,23/10/22,,Caesarea,14,0,15,"4005,"
213295,8004399334120,Delonghi Magnificas Smart Espresso Machine Silver / Black ECAM250.23.SB 8004399334120 - By Brimag,300,500,410,11795,10,06/10/22,,Caesarea,7,0,9,"4010,"
213476,4001702025939,Bruder Land Rover Defender with Trailer and JCB Excavator with Figure 530-2593 4001702025939,180,670,220,1400,10,12/10/22,,Caesarea,1,0,1,"4027,"
213573,0374318823874 374318823874,Singer Sewing Machine Tradition 2259 White 0374318823874 By Bruhim,220,430,340,7090,10,25/10/22,,Caesarea,2,0,0,"4003,"
213776,7290108406658,American Eagle Royal Leather Steering Cover XL Black 09029 7290108406658,50,470,460,905,10,25/09/22,,Caesarea,1,0,1,"4028,"
214198,7290005902611,Tyroler Push And Pull Rubber Floor Squeegee 44cm 7290005902611,45,1395,80,625,10,16/10/22,,Caesarea,88,0,91,"4014,"
214371,714346329205,Bowers & Wilkins Formation Wedge Wireless Speaker AirPlay 2 Silver FP39764 714346329205,330,520,330,8465,10,28/09/22,END,Caesarea,1,0,1,"4019,"
214480,7290117720257,Bpatent Over The Toilet Space Saver With 3 Shelves Black 7290117720257,70,910,270,2465,10,20/10/22,,Caesarea,29,0,29,"4011,"
214636,4005176488849,Grohe Minta Single-Lever Sink Mixer 1/2 Inch Faucet Brushed Warm Sunset 32322DL2 4005176488849,80,560,210,3245,10,22/09/22,END,Caesarea,4,0,4,"4019,"
214838,3032161204246,Smoby Disney Cars Big Garage Set 4246 3032161204246,50,215,165,120,10,08/05/24,END,Caesarea,2,0,2,"4001,"
215416,7290016755831 7290116755831,Star 18 Inch Industrial Fan With Remote Black FE45FR 7290116755831 173,220,580,550,6520,10,26/10/22,,Caesarea,1,0,0,"4019,"
215596,7290115000801,Normande Gas Domino Hob Silver ND-3051 By Clinton,160,550,360,6535,10,26/10/22,,Caesarea,2,0,2,"4005,"
215756,3165140772556,Bosch BT 250 Building Tripod (0 601 096 A00) 3165140772556 1096.A,160,1010,190,4545,10,06/11/22,,Caesarea,1,0,1,"4020,"
216041,7291044108576,Semicom 25W Kitchenled Rectangular Ceilling Adjacent CCT White SM-MC897W/25CT 7291044108576,80,650,160,1395,10,12/10/22,,Caesarea,3,0,3,"4019,"
216126,6921701023065,Sol Exclucive 42 Liter Ultra Chef Oven SL-4200L Black 6921701023065 By Shaulian,380,640,590,20375,10,23/10/22,,Caesarea,1,0,1,"4007,"
216766,8710755130205,Brabantia BO 60L Touch Trash Can White Y-130205 8710755130205,370,740,600,10090,10,30/10/22,,Caesarea,1,0,1,"4027,"
216768,8710755315848,Brabantia BO 36L Touch Trash Can Fingerprint Proof Matte Grey Y-315848 8710755315848,370,590,520,7750,10,26/10/22,,Caesarea,3,0,2,"4002,"
216896,7290100846445,Kapro 886-58 Pole And Tripod For Laser Level 3.2m KPR173294 7290100846445 - By Hashahal,120,1295,145,2036,10,27/10/22,,Caesarea,2,0,2,"4024,"
217265,7290016783582,Barkan Mobile TV Mount Cart With Metal Shelf Up To 83 Inch SW411H 7290016783582,150,800,260,10850,10,30/10/22,,Caesarea,2,0,2,"4021,"
217478,7290018927823,Bolt FT3502 Folding Aluminum Carrying Cart Up To 250Kg BLTSTGFT3502 7290019409403 - By Hashahal,140,1330,490,19000,10,06/11/22,,Caesarea,16,0,12,"4001,4002,"
217676,7290105778406,Graetz Toaster Oven 33L Black OT-3650 7290105778406 - By Brimag,360,560,460,9335,10,26/10/22,,Caesarea,2,0,2,"4019,"
217688,7290105778413,Graetz Toaster Oven 40L Black Kosher 1800W OT-4270 7290105778413 - By Brimag,390,610,460,10930,10,25/10/22,,Caesarea,1,0,1,"4021,"
217704,8710755200526,Brabantia BO 60L Laundry Bin Mat Black Y-200526 87107551200526,390,640,450,5715,10,26/10/22,,Caesarea,2,0,2,"4025,"
217705,8710755200502,Brabantia BO 60L Laundry Bin White Y-200502 87107551200502,390,650,460,5730,10,24/10/22,,Caesarea,1,0,1,"4011,"
217706,8710755200540,Brabantia BO-HI 2X45L Laundry Bin White Y-200540 8710755200540,390,675,655,7530,10,26/10/22,,Caesarea,4,0,4,"4005,"
217844,7290016755589,Star 9 44 Inch Ceiling Fan With Light And Remote Matt White 7290016755589 3906,230,750,250,6125,10,20/10/22,,Caesarea,28,0,28,"4006,"
217856,0622356249003 622356249003,Ninja Foodi Pro Max Health Grill & Air Fryer 2460W AG651EU 0622356249003 By Bruhim,370,590,440,15700,10,07/11/22,,Caesarea,113,0,112,"4031,"
217904,8720389002793,Saeco Xelsis Suprema Coffee Machine 22xBeverage 576717 SM8885/00 8720389002793,370,600,510,14345,10,23/10/22,,Caesarea,3,0,4,"4006,"
218389,,Dr.Whinsdorf Foot Massager ZQ-8009 BY DARNA,480,550,500,13210,10,07/11/22,,Caesarea,9,0,11,"4003,"
218564,0622356242967 622356242950,Shark Cordless Hand-Held Vacuum Cleaner 25.2V IZ320EU 0622356242967 By H-Shalom,190,770,280,6545,10,23/10/22,,Caesarea,45,0,52,"4011,"
218570,773554151268,Infantino 3 In 1 Walker Table Colourful 773554151268,210,490,440,3075,10,26/10/22,,Caesarea,5,0,4,"4023,"
218620,0374318823942 374318823942,Singer Sewing Machine Tradition 2263 White 0374318823942 By Bruhim,220,440,360,7135,10,18/10/22,,Caesarea,4,0,0,"4009,"
218649,341776518725 3417765187254,VTech Learn and Dance Dino - Green 80-150542 VTHH-518725 3417765187254,120,400,380,1760,10,13/12/22,END,Caesarea,4,0,4,"4017,"
219275,8613570232362,ExecutiveSafe Electronic Safe With Key CS-2 12.3L 5.85kg XESCS2 8613570232362,210,300,290,5715,10,13/10/22,,Caesarea,20,0,20,"4009,"
219341,4002395244423,Milwaukee Angle Grinder AG 22-230 2200W 4933433630 4002395244423 - By Delco,180,590,190,7140,10,16/10/22,,Caesarea,1,0,0,"4025,"
219615,8806091644138,LG 29WQ600-W UWFHD IPS FreeSync 29 Inch HDMI DP USB Type-C UltraWide White Monitor,150,800,390,7000,10,09/11/22,,Caesarea,16,0,14,"4015,4016,"
220657,5011802412767 5052847033883,Yale Standard Series Digital Mini Safe With Key 2.3KG Black 90100808 5011802412767,170,240,210,3240,10,24/04/24,,Caesarea,5,0,0,"4008,"
220658,5010609182200,Yale Standard Series Digital Safe With Key 3.6KG 90100392,220,330,220,4500,10,03/07/24,,Caesarea,1,0,0,"4006,"
220662,5010609081626,Yale Standard Series Mechanical Hidden Floor Safe With Key 7.5KG 90100143,146,407,224,8295,10,30/07/24,,Caesarea,3,0,3,"4005,"
220746,3121040082904,Tefal Pro Express Vision Steam Iron 3260W Up to 9 BAR GV9821E0 3121040082904 By Newpan,280,440,340,6280,10,25/10/22,,Caesarea,20,0,20,"4002,"
220835,7506240646884,Truper Mach-18X Duble Edge Macheta With Sheath 18 Inch + Case 13098 7506240646884,40,670,80,705,10,29/11/22,,Caesarea,1,0,1,"4023,"
